Idx,Raw,Ref,Corrected,EchoIdx,Thickness_mm
0,4095,4095,0,17,1.05
1,4095,4095,0,17,1.05
2,2921,4095,0,17,1.05
3,2921,2638,283,17,1.05
4,2921,2638,283,17,1.05
5,2267,2180,87,17,1.05
6,2267,2180,87,17,1.05
7,1981,2180,0,17,1.05
8,1981,1915,66,17,1.05
9,2507,1915,592,17,1.05
10,2507,3226,0,17,1.05
11,2507,3226,0,17,1.05
12,3878,3172,706,17,1.05
13,3878,3172,706,17,1.05
14,2496,3172,0,17,1.05
15,2496,2344,152,17,1.05
16,2496,2344,152,17,1.05
17,4028,2018,2010,17,1.05
18,4028,2018,2010,17,1.05
19,4035,2018,2017,17,1.05
20,4035,1811,2224,17,1.05
21,4095,1811,2284,17,1.05
22,4095,1648,2447,17,1.05
23,4095,1648,2447,17,1.05
24,3819,1507,2312,17,1.05
25,3819,1507,2312,17,1.05
26,4095,1507,2588,17,1.05
27,4095,1382,2713,17,1.05
28,3333,1382,1951,17,1.05
29,3333,1273,2060,17,1.05
30,3333,1273,2060,17,1.05
31,4095,1180,2915,17,1.05
32,4095,1180,2915,17,1.05
33,4095,1180,2915,17,1.05
34,4095,1087,3008,17,1.05
35,4095,1087,3008,17,1.05
36,3865,1007,2858,17,1.05
37,3865,1007,2858,17,1.05
38,2840,1007,1833,17,1.05
39,2840,927,1913,17,1.05
40,3726,927,2799,17,1.05
41,3726,860,2866,17,1.05
42,3726,860,2866,17,1.05
43,2696,796,1900,17,1.05
44,2696,796,1900,17,1.05
45,3185,796,2389,17,1.05
46,3185,737,2448,17,1.05
47,3489,737,2752,17,1.05
48,3489,685,2804,17,1.05
49,3489,685,2804,17,1.05
